Age,Gender,Income,EmploymentType,Education,HousingType,FamilyStatus,EmploymentYears,CreditScore,LoanAmount,PaymentHistory,Dependents,Approved
55,Male,898981,Student,High School,With Parents,Divorced,1,396,900364,Good,0,0
23,Female,723964,Government,Post Graduate,Rented,Married,5,817,15056,Poor,1,0
23,Male,529019,Business,High School,Rented,Divorced,30,652,478871,Good,3,0
56,Male,1251197,Student,Graduate,Rented,Married,23,665,363903,Good,4,1
47,Female,1005670,Government,High School,With Parents,Married,24,573,525298,Good,1,0
46,Female,1269862,Student,High School,Owned,Single,3,355,184289,Good,2,0
46,Female,914231,Business,High School,Rented,Married,32,657,142849,Good,5,1
53,Female,803618,Student,High School,Rented,Single,19,680,36937,Good,5,1
45,Male,1804637,Business,Graduate,Owned,Married,21,408,894173,Good,0,0
58,Female,1559651,Working,High School,With Parents,Divorced,28,672,686770,Good,2,1
57,Female,542951,Business,Post Graduate,With Parents,Single,12,552,927468,Poor,1,0
39,Male,1491842,Student,Graduate,With Parents,Single,5,832,6090,Poor,5,0
45,Female,1662000,Student,Graduate,Owned,Married,3,570,572002,Good,0,0
58,Female,1465871,Business,Graduate,Owned,Married,14,725,601297,Good,3,1
37,Male,1533506,Government,Graduate,Rented,Divorced,33,846,610588,Good,4,1
47,Male,1019907,Working,Post Graduate,With Parents,Divorced,30,770,401708,Good,5,1
41,Male,1331763,Government,High School,Owned,Divorced,26,625,170460,Good,5,0
49,Male,1542583,Working,Graduate,Owned,Divorced,4,437,440319,Good,2,0
52,Female,330268,Business,Post Graduate,With Parents,Married,21,676,563874,Good,3,0
48,Female,985026,Working,Post Graduate,Owned,Married,33,392,238182,Good,4,0
36,Female,639782,Working,Post Graduate,With Parents,Divorced,15,656,609769,Poor,0,0
31,Male,1804160,Government,Graduate,With Parents,Divorced,11,506,185011,Poor,5,0
54,Male,1771069,Business,Graduate,Rented,Married,31,379,961610,Good,3,0
32,Female,766212,Business,Graduate,Owned,Married,8,826,861528,Good,1,0
52,Male,522664,Business,High School,Rented,Married,2,432,550149,Good,0,0
45,Male,1838243,Student,Graduate,Owned,Married,17,512,217713,Good,3,0
21,Male,1562210,Student,High School,Owned,Divorced,23,707,291223,Good,3,1
32,Female,279124,Business,Graduate,Owned,Single,23,390,282050,Good,5,0
35,Female,1991938,Working,Graduate,Owned,Divorced,12,690,967823,Good,0,1
37,Female,1324040,Government,High School,Rented,Single,9,551,350016,Good,3,0
30,Male,737856,Working,Graduate,With Parents,Married,15,346,800947,Good,0,0
28,Male,1485150,Working,High School,Rented,Married,33,438,496260,Good,5,0
31,Male,761948,Working,Post Graduate,Rented,Single,23,728,589728,Good,5,1
35,Male,901431,Government,Graduate,Rented,Single,32,679,618729,Good,4,1
30,Female,640183,Student,Graduate,With Parents,Married,35,343,45922,Poor,5,0
44,Female,1691995,Business,High School,With Parents,Single,29,428,425780,Good,0,0
57,Female,221057,Government,Graduate,Rented,Married,1,405,477081,Poor,0,0
42,Female,1624821,Student,Graduate,Rented,Divorced,2,707,338768,Good,3,1
58,Female,1854912,Business,High School,Owned,Single,18,486,44177,Good,0,0
24,Female,701383,Working,Post Graduate,Owned,Single,27,877,492130,Poor,0,0
36,Female,1791319,Business,Graduate,With Parents,Single,5,608,753654,Good,0,0
30,Female,428192,Business,High School,Owned,Single,35,721,712324,Poor,0,0
38,Male,1701083,Business,Post Graduate,Rented,Married,19,439,152717,Good,4,0
30,Male,802393,Business,High School,Owned,Single,8,357,15808,Good,1,0
29,Female,1303996,Business,Post Graduate,With Parents,Divorced,10,571,694464,Good,0,0
58,Female,1389451,Working,Post Graduate,Owned,Married,14,465,633514,Good,3,0
28,Female,1061603,Business,Post Graduate,Rented,Divorced,33,581,427712,Good,3,0
39,Male,1809823,Student,Graduate,With Parents,Married,13,684,72472,Poor,0,0
56,Male,200559,Student,High School,With Parents,Single,25,551,939653,Poor,3,0
24,Male,1217442,Business,High School,With Parents,Married,27,781,880294,Good,3,1
25,Female,1764238,Business,Graduate,Owned,Divorced,9,598,336856,Poor,5,0
55,Female,1684140,Student,Graduate,Owned,Divorced,11,607,203680,Poor,1,0
25,Female,1106340,Business,Post Graduate,Owned,Single,11,464,992103,Good,1,0
33,Male,612821,Government,High School,With Parents,Single,13,645,630600,Poor,3,0
30,Female,1629488,Working,Post Graduate,With Parents,Married,2,398,291399,Good,1,0
40,Female,536388,Business,Post Graduate,Owned,Married,23,697,464283,Good,4,0
57,Male,1406453,Business,Post Graduate,With Parents,Married,2,586,435141,Poor,5,0
60,Male,612333,Student,Graduate,Owned,Married,12,650,579670,Poor,5,0
35,Male,1700888,Student,Post Graduate,With Parents,Divorced,23,381,766891,Poor,4,0
22,Female,708159,Working,Post Graduate,With Parents,Divorced,17,648,588663,Good,4,0
43,Male,1266961,Business,Graduate,Rented,Single,14,486,777055,Good,1,0
21,Male,1210940,Working,Post Graduate,Rented,Single,35,746,632295,Poor,4,0
40,Female,1628729,Student,Graduate,Rented,Divorced,22,472,779254,Good,2,0
56,Male,1751780,Government,Post Graduate,Rented,Married,2,869,669017,Good,4,1
29,Male,1160651,Working,Post Graduate,Owned,Married,8,677,841847,Poor,5,0
37,Male,1869294,Working,Post Graduate,With Parents,Single,23,663,774755,Good,5,1
40,Male,499546,Student,Post Graduate,Rented,Married,26,819,27441,Good,4,1
37,Male,1749729,Government,Post Graduate,Rented,Married,30,336,260419,Good,2,0
31,Female,1966619,Government,High School,With Parents,Single,1,740,335720,Good,5,1
35,Male,1055587,Working,Graduate,Owned,Married,3,512,501697,Good,1,0
38,Male,1866986,Working,High School,With Parents,Single,21,721,559411,Good,0,1
60,Female,704931,Working,Post Graduate,Owned,Single,23,467,773458,Poor,3,0
38,Female,790820,Student,Post Graduate,Rented,Single,27,748,682125,Good,3,0
39,Female,542518,Student,Post Graduate,Owned,Single,29,330,482557,Good,5,0
23,Male,1737553,Working,High School,Owned,Married,18,836,808842,Good,3,1
59,Female,470206,Working,High School,With Parents,Divorced,30,614,751260,Good,0,0
22,Female,737242,Working,High School,With Parents,Divorced,3,749,177784,Good,5,1
25,Female,1395409,Business,High School,Rented,Divorced,13,316,747573,Poor,2,0
24,Female,379513,Business,High School,Owned,Married,2,581,718335,Poor,0,0
22,Female,976928,Working,High School,Owned,Married,33,825,477845,Good,0,1
45,Female,232336,Student,Graduate,Rented,Divorced,7,573,121651,Good,1,0
43,Male,896529,Student,High School,With Parents,Married,7,572,754321,Good,3,0
51,Male,1637177,Business,High School,Rented,Single,34,697,120437,Good,2,1
28,Male,366246,Student,High School,With Parents,Married,6,562,217900,Good,4,0
33,Female,434592,Working,Graduate,Owned,Divorced,26,633,10923,Good,5,0
52,Male,866049,Government,High School,Owned,Divorced,2,808,209786,Good,0,1
32,Male,214462,Student,High School,Rented,Divorced,2,858,679425,Poor,2,0
32,Female,241944,Student,Post Graduate,Owned,Divorced,27,431,333028,Good,1,0
36,Female,281738,Working,Post Graduate,Owned,Divorced,15,376,873621,Poor,0,0
38,Male,253981,Working,High School,With Parents,Divorced,28,413,829775,Good,5,0
32,Female,1998560,Government,Post Graduate,Owned,Married,16,453,839408,Good,5,0
33,Female,1684140,Government,High School,Owned,Married,27,566,676095,Good,1,0
55,Female,1511457,Student,Graduate,Rented,Divorced,4,385,39348,Good,1,0
57,Male,1665571,Student,High School,Rented,Single,1,736,516642,Good,4,1
54,Male,1590876,Student,Graduate,Rented,Divorced,4,311,517125,Good,5,0
29,Female,312843,Business,Post Graduate,Rented,Single,14,495,778460,Good,2,0
50,Male,314845,Business,Post Graduate,Owned,Married,24,385,868880,Good,5,0
31,Male,372690,Student,High School,With Parents,Married,7,443,399880,Good,3,0
24,Female,1429829,Student,High School,Owned,Single,35,577,1725,Good,4,0
22,Male,1580532,Student,Graduate,Rented,Single,26,321,812149,Good,1,0
34,Male,1911747,Government,High School,Rented,Married,25,805,449009,Good,5,1
42,Female,241524,Working,Post Graduate,Owned,Married,3,354,575037,Good,3,0
60,Male,956457,Working,Post Graduate,With Parents,Divorced,32,336,368558,Poor,2,0
48,Female,853534,Working,Post Graduate,With Parents,Divorced,18,369,885232,Good,1,0
47,Male,1023002,Working,Graduate,Owned,Divorced,11,898,639652,Poor,3,0
46,Male,1418992,Working,Post Graduate,With Parents,Single,19,849,220719,Good,4,1
37,Male,697046,Business,High School,Rented,Married,17,877,874013,Poor,0,0
28,Female,1113212,Student,Graduate,Rented,Single,2,585,197420,Poor,2,0
33,Male,897102,Student,Graduate,With Parents,Divorced,8,481,650950,Good,5,0
55,Male,1926464,Student,High School,Owned,Divorced,3,518,445121,Good,4,0
48,Female,1983259,Government,Graduate,Rented,Married,13,632,988281,Good,2,0
36,Female,1587040,Student,Graduate,Owned,Divorced,8,808,1089,Good,1,1
24,Female,1344395,Working,Post Graduate,Owned,Single,31,852,93320,Poor,0,0
21,Male,1529620,Business,High School,With Parents,Single,15,563,950665,Good,3,0
21,Male,1409643,Student,Graduate,Rented,Divorced,33,847,845822,Good,0,1
46,Female,376931,Working,Graduate,Rented,Married,19,572,939309,Good,2,0
35,Female,1762076,Student,Post Graduate,Owned,Married,9,428,722953,Good,3,0
49,Male,1104978,Working,High School,Rented,Married,2,473,759347,Good,5,0
32,Female,1985568,Student,Graduate,With Parents,Married,9,393,741647,Good,2,0
45,Female,724655,Business,High School,With Parents,Divorced,28,581,369389,Good,4,0
25,Male,569571,Business,Post Graduate,Rented,Divorced,28,720,88351,Good,2,1
40,Female,669463,Business,Post Graduate,With Parents,Married,14,686,808595,Good,0,0
60,Male,1273931,Government,Graduate,Rented,Single,29,613,464296,Good,1,0
27,Male,1571379,Government,High School,With Parents,Divorced,1,313,166144,Good,4,0
31,Female,1326631,Government,High School,Owned,Married,25,380,332760,Good,1,0
28,Female,1231671,Student,Post Graduate,Owned,Divorced,26,345,92929,Good,3,0
41,Female,1252848,Business,Post Graduate,Rented,Single,23,731,378046,Good,4,1
34,Female,725426,Working,Post Graduate,With Parents,Married,18,644,18625,Good,4,0
56,Female,606089,Business,Post Graduate,Rented,Married,24,323,548588,Good,2,0
39,Female,291328,Business,Post Graduate,With Parents,Married,21,530,192212,Good,5,0
35,Male,922580,Business,High School,Rented,Single,29,406,647987,Good,2,0
54,Female,1282939,Student,High School,Owned,Married,3,827,745314,Good,1,1
36,Female,1897374,Government,High School,Owned,Divorced,33,452,632184,Poor,5,0
37,Female,773307,Working,Post Graduate,Owned,Single,31,873,546178,Good,5,1
52,Female,503469,Government,High School,Rented,Married,14,838,885165,Good,1,0
59,Female,1932396,Working,Post Graduate,With Parents,Single,28,820,448584,Good,2,1
42,Male,272491,Government,High School,With Parents,Married,30,692,747613,Good,1,0
46,Female,638259,Business,Graduate,Owned,Married,11,559,494679,Good,2,0
26,Female,1740534,Business,High School,With Parents,Married,27,725,743212,Good,2,1
53,Male,1666856,Government,Post Graduate,Owned,Married,19,858,358636,Good,4,1
31,Female,1628558,Government,Post Graduate,Rented,Married,12,361,799510,Good,2,0
46,Male,367826,Student,Post Graduate,Rented,Single,24,613,26896,Poor,0,0
24,Male,886615,Student,Post Graduate,With Parents,Single,21,736,869253,Good,4,0
36,Female,1201555,Student,Graduate,Rented,Married,0,437,235312,Good,3,0
28,Female,922574,Working,High School,Rented,Married,0,430,557530,Good,1,0
47,Female,1872762,Student,Graduate,Owned,Divorced,14,685,501930,Good,1,1
50,Female,1797280,Government,Graduate,With Parents,Married,0,539,816925,Good,5,0
53,Male,1468895,Student,Graduate,With Parents,Married,21,542,418707,Good,5,0
31,Male,1638308,Working,Post Graduate,Rented,Married,2,639,269525,Poor,3,0
46,Female,1257650,Business,Post Graduate,With Parents,Divorced,0,369,990764,Good,5,0
50,Female,1820076,Business,Graduate,Owned,Married,15,823,566413,Good,5,1
30,Female,331654,Government,Post Graduate,With Parents,Single,17,572,235625,Good,4,0
60,Female,1703251,Business,Post Graduate,Rented,Married,17,480,842137,Good,1,0
60,Female,1919938,Working,Graduate,With Parents,Married,32,837,403948,Good,5,1
60,Male,1330916,Student,Graduate,Owned,Married,11,799,173599,Good,3,1
27,Male,936001,Student,Post Graduate,Rented,Single,30,849,89209,Good,3,1
28,Female,528958,Working,Post Graduate,Rented,Single,24,785,885778,Good,5,0
54,Female,614163,Working,Graduate,Owned,Divorced,13,377,596813,Good,0,0
46,Female,1071138,Working,Graduate,Owned,Married,25,858,548112,Good,5,1
48,Female,1024781,Business,Post Graduate,Owned,Divorced,8,484,327177,Good,5,0
32,Male,740296,Student,Graduate,With Parents,Divorced,27,750,44475,Poor,3,0
27,Female,1966017,Student,High School,With Parents,Married,33,884,376760,Good,1,1
42,Female,1325702,Government,Post Graduate,Owned,Single,20,454,626687,Good,0,0
60,Male,813027,Working,High School,Rented,Single,16,649,282471,Good,2,0
51,Male,337334,Government,Graduate,With Parents,Single,11,367,584446,Good,4,0
42,Male,1132426,Working,Post Graduate,Owned,Married,1,745,478371,Good,3,1
59,Male,1933731,Working,High School,Owned,Married,19,620,255630,Good,1,0
46,Female,538380,Government,Graduate,Owned,Single,23,550,254881,Good,5,0
32,Male,269340,Working,High School,Rented,Married,25,761,343414,Good,4,0
25,Female,1414930,Government,Post Graduate,Rented,Married,2,538,99921,Good,3,0
21,Female,1098829,Business,Graduate,With Parents,Single,11,342,70227,Poor,1,0
42,Female,977824,Student,High School,Rented,Married,32,827,719804,Poor,1,0
48,Female,693402,Student,Post Graduate,Rented,Divorced,19,616,941366,Good,0,0
22,Female,606821,Business,Graduate,Rented,Single,8,327,395320,Poor,0,0
38,Male,1417531,Government,High School,With Parents,Divorced,8,378,93931,Good,1,0
38,Female,750804,Business,Post Graduate,With Parents,Married,3,741,631296,Good,4,0
31,Male,1407647,Business,Post Graduate,Rented,Single,7,396,145127,Poor,1,0
53,Male,1716860,Business,Post Graduate,With Parents,Single,6,677,931943,Good,5,1
44,Female,825091,Student,Graduate,Owned,Married,35,362,758234,Good,3,0
53,Male,698040,Working,Graduate,With Parents,Single,0,634,715289,Poor,2,0
47,Male,366188,Business,High School,Rented,Single,15,726,1019,Poor,3,0
37,Male,589577,Working,Post Graduate,Owned,Single,22,572,602214,Good,5,0
60,Male,1411997,Working,Post Graduate,Rented,Divorced,6,688,883373,Poor,4,0
24,Male,692711,Student,Graduate,Owned,Married,26,624,733331,Good,0,0
44,Female,1336726,Business,Graduate,Owned,Divorced,1,376,440973,Poor,0,0
27,Male,913718,Business,Post Graduate,Rented,Single,24,598,220423,Good,2,0
33,Female,1474566,Student,High School,Owned,Single,0,897,434166,Good,0,1
44,Male,902061,Business,Post Graduate,Owned,Married,14,483,832975,Good,3,0
32,Female,1620105,Working,Graduate,With Parents,Married,2,571,431804,Good,5,0
42,Female,947167,Working,Post Graduate,Rented,Divorced,13,466,752344,Good,2,0
49,Female,409174,Working,Post Graduate,With Parents,Single,23,503,594339,Good,0,0
36,Male,1654609,Student,Graduate,Rented,Married,1,668,162711,Good,4,1
42,Female,1312839,Working,Graduate,With Parents,Single,16,447,618570,Good,4,0
54,Male,884850,Government,Graduate,With Parents,Single,34,346,201041,Good,1,0
49,Female,632328,Working,High School,Owned,Married,35,868,429406,Good,5,1
40,Female,630445,Working,Graduate,Rented,Divorced,29,864,81413,Poor,2,0
22,Female,1649889,Working,Graduate,Owned,Married,3,373,580441,Good,5,0
45,Male,1236552,Working,High School,Owned,Married,32,666,319207,Good,0,1
29,Male,1595531,Government,Post Graduate,Owned,Single,18,633,173448,Good,1,0
57,Female,506410,Government,Graduate,Rented,Single,17,575,106040,Poor,5,0
57,Female,328441,Working,High School,With Parents,Single,8,424,349518,Good,2,0
27,Female,1890953,Student,High School,Owned,Single,19,827,245556,Good,5,1
23,Female,1771725,Government,High School,With Parents,Married,4,434,129446,Good,3,0
57,Female,1282685,Working,Post Graduate,With Parents,Single,0,378,67403,Good,1,0
35,Male,457032,Student,Graduate,With Parents,Married,21,677,656036,Poor,5,0
50,Male,591663,Business,Post Graduate,With Parents,Divorced,12,697,529469,Good,2,0
36,Female,790455,Student,High School,Owned,Divorced,1,798,276655,Good,5,1
24,Female,618830,Working,Graduate,With Parents,Divorced,23,307,644623,Good,5,0
38,Male,1300393,Working,Graduate,With Parents,Single,25,456,347454,Poor,3,0
32,Male,255111,Student,High School,Rented,Married,7,351,873126,Poor,4,0
26,Female,1754318,Student,Post Graduate,With Parents,Divorced,5,682,356066,Good,4,1
40,Female,1706138,Government,High School,With Parents,Married,16,552,657372,Good,1,0
27,Female,615757,Business,Post Graduate,Rented,Single,16,837,502839,Poor,5,0
31,Male,1590735,Business,High School,Owned,Divorced,4,769,180707,Good,0,1
36,Female,505365,Working,Graduate,With Parents,Married,31,828,790111,Good,1,0
27,Female,961051,Student,High School,With Parents,Married,14,362,229302,Good,1,0
38,Male,660546,Working,High School,Owned,Single,13,367,295374,Good,2,0
32,Male,791389,Business,Graduate,With Parents,Married,32,328,889654,Good,5,0
60,Male,1749764,Business,Graduate,Rented,Single,8,737,55652,Good,4,1
50,Female,1506420,Student,Post Graduate,With Parents,Divorced,33,760,729632,Good,3,1
58,Female,1558882,Government,High School,Owned,Single,22,315,895534,Good,3,0
39,Female,1147283,Business,Post Graduate,Rented,Divorced,25,494,228344,Good,4,0
22,Male,1128813,Working,High School,With Parents,Married,31,621,50041,Good,2,0
32,Male,295378,Working,High School,Owned,Married,0,588,149305,Good,5,0
44,Male,693815,Business,High School,With Parents,Single,19,537,222503,Good,0,0
48,Female,1749057,Student,Graduate,With Parents,Married,26,896,510198,Good,0,1
28,Female,342485,Working,High School,Rented,Married,34,764,134619,Good,0,0
33,Female,446274,Government,Post Graduate,Rented,Divorced,25,310,190597,Good,1,0
34,Female,572763,Government,Graduate,With Parents,Divorced,18,685,776751,Good,1,0
49,Male,1903819,Government,Graduate,With Parents,Divorced,31,654,906299,Good,5,1
